id,id_cliente,id_vendedor,dte,total_dte,estado,descripcion
450,64,13,10939,176629,Entregado,"3x Teclado Mecánico RGB, 1x Laptop Corporate 14', 3x Hub USB-C 8 en 1, 3x Silla de Escritorio Ergonómica"
451,122,13,10940,516711,Entregado,"3x Disco Duro Externo 2TB, 3x Mouse Ergonómico Inalámbrico, 3x Laptop Corporate 14'"
452,65,18,10941,250555,Entregado,"3x Teclado Mecánico RGB, 1x Disco Duro Externo 2TB, 1x Laptop Corporate 14'"
453,163,14,10942,245439,Entregado,"3x Laptop Corporate 14', 1x Mouse Ergonómico Inalámbrico, 2x Impresora Láser Multifuncional"
454,3,2,10943,941557,Entregado,"1x Hub USB-C 8 en 1, 1x Escáner de Documentos Portátil, 1x Mouse Ergonómico Inalámbrico, 2x Disco Duro Externo 2TB"
455,176,11,10944,318320,Entregado,2x Laptop Corporate 14'
456,40,33,10947,352053,Entregado,2x Mouse Ergonómico Inalámbrico
457,82,33,10948,913203,Entregado,"3x Silla de Escritorio Ergonómica, 2x Teclado Mecánico RGB, 2x Laptop Corporate 14'"
458,35,9,10951,690127,Sin entregar,3x Silla de Escritorio Ergonómica
459,144,10,10953,996276,Sin entregar,"2x Teclado Mecánico RGB, 2x Escáner de Documentos Portátil, 3x Mouse Ergonómico Inalámbrico, 2x Auriculares con Micrófono USB"
460,223,33,10955,968168,Entregado,"1x Monitor LED 24' Full HD, 2x Auriculares con Micrófono USB"
461,210,9,10957,108234,Entregado,"2x Silla de Escritorio Ergonómica, 3x Laptop Corporate 14', 1x Auriculares con Micrófono USB"
462,159,12,10958,355092,Entregado,"3x Disco Duro Externo 2TB, 3x Monitor LED 24' Full HD"
463,49,27,10960,344042,Entregado,"2x Auriculares con Micrófono USB, 2x Mouse Ergonómico Inalámbrico, 3x Escáner de Documentos Portátil, 2x Impresora Láser Multifuncional"
464,25,27,10961,718367,Entregado,1x Laptop Corporate 14'
465,224,2,10962,165336,Entregado,"1x Monitor LED 24' Full HD, 1x Silla de Escritorio Ergonómica"
466,147,13,10963,631982,Entregado,"1x Auriculares con Micrófono USB, 2x Escáner de Documentos Portátil, 1x Licencia Software Antivirus 1 Año, 3x Impresora Láser Multifuncional"
467,19,1,10966,299418,Entregado,"1x Licencia Software Antivirus 1 Año, 2x Silla de Escritorio Ergonómica"
468,16,12,10969,858570,Entregado,"3x Disco Duro Externo 2TB, 1x Laptop Corporate 14', 3x Escáner de Documentos Portátil, 1x Impresora Láser Multifuncional"
469,20,7,10971,773956,Entregado,3x Monitor LED 24' Full HD
470,137,13,10972,697699,Entregado,"3x Teclado Mecánico RGB, 1x Auriculares con Micrófono USB"
471,161,6,10975,763886,Sin entregar,"3x Hub USB-C 8 en 1, 2x Monitor LED 24' Full HD, 3x Escáner de Documentos Portátil, 3x Disco Duro Externo 2TB"
472,227,4,10977,270108,Entregado,"2x Mouse Ergonómico Inalámbrico, 3x Auriculares con Micrófono USB"
473,169,6,10979,506384,Entregado,"2x Disco Duro Externo 2TB, 2x Hub USB-C 8 en 1, 3x Auriculares con Micrófono USB, 2x Licencia Software Antivirus 1 Año"
474,83,8,10982,918214,Entregado,"3x Memoria RAM 16GB DDR4, 2x Auriculares con Micrófono USB"
475,247,15,10984,919026,Entregado,"3x Memoria RAM 16GB DDR4, 1x Laptop Corporate 14', 3x Licencia Software Antivirus 1 Año, 1x Impresora Láser Multifuncional"
476,2,10,10986,142883,Entregado,"1x Teclado Mecánico RGB, 3x Disco Duro Externo 2TB"
477,236,33,10988,345807,Sin entregar,"2x Monitor LED 24' Full HD, 2x Laptop Corporate 14'"
478,36,9,10989,859264,Entregado,"2x Escáner de Documentos Portátil, 2x Teclado Mecánico RGB, 1x Licencia Software Antivirus 1 Año"
479,103,7,10992,401637,Entregado,2x Hub USB-C 8 en 1
480,45,18,10994,433681,Entregado,3x Escáner de Documentos Portátil
481,10,13,10996,64148,Entregado,2x Laptop Corporate 14'
482,226,14,10998,304008,Entregado,"3x Monitor LED 24' Full HD, 3x Teclado Mecánico RGB, 2x Escáner de Documentos Portátil, 1x Laptop Corporate 14'"
483,135,2,11000,424954,Entregado,"2x Auriculares con Micrófono USB, 3x Escáner de Documentos Portátil, 3x Mouse Ergonómico Inalámbrico"
484,40,2,11001,998087,Entregado,"1x Silla de Escritorio Ergonómica, 1x Escáner de Documentos Portátil, 2x Licencia Software Antivirus 1 Año, 2x Auriculares con Micrófono USB"
485,38,5,11003,825454,Entregado,"3x Monitor LED 24' Full HD, 1x Silla de Escritorio Ergonómica, 3x Escáner de Documentos Portátil"
486,68,3,11005,257684,Entregado,"2x Auriculares con Micrófono USB, 3x Memoria RAM 16GB DDR4, 1x Mouse Ergonómico Inalámbrico, 2x Escáner de Documentos Portátil"
487,167,7,11007,223482,Sin entregar,"2x Teclado Mecánico RGB, 2x Monitor LED 24' Full HD"
488,176,3,11009,72949,Entregado,2x Licencia Software Antivirus 1 Año
489,94,12,11011,965120,Entregado,"3x Disco Duro Externo 2TB, 3x Hub USB-C 8 en 1"
490,198,10,11012,630167,Entregado,"2x Disco Duro Externo 2TB, 3x Escáner de Documentos Portátil"
491,113,2,11013,610798,Entregado,"2x Teclado Mecánico RGB, 1x Licencia Software Antivirus 1 Año"
492,219,3,11016,693819,Entregado,1x Hub USB-C 8 en 1
493,243,5,11017,566386,Entregado,"2x Laptop Corporate 14', 2x Disco Duro Externo 2TB, 2x Monitor LED 24' Full HD"
494,85,7,11018,781910,Entregado,"3x Teclado Mecánico RGB, 2x Auriculares con Micrófono USB"
495,124,5,11021,475163,Entregado,3x Memoria RAM 16GB DDR4
496,135,2,11024,805449,Entregado,"1x Mouse Ergonómico Inalámbrico, 3x Laptop Corporate 14', 3x Impresora Láser Multifuncional"
497,14,15,11026,403834,Sin entregar,2x Monitor LED 24' Full HD
498,70,12,11029,433396,Entregado,2x Laptop Corporate 14'
499,99,8,11032,391514,Entregado,"3x Auriculares con Micrófono USB, 3x Monitor LED 24' Full HD, 1x Disco Duro Externo 2TB, 1x Silla de Escritorio Ergonómica"
500,129,15,11033,484656,Entregado,1x Laptop Corporate 14'
501,79,11,11036,389367,Entregado,"3x Memoria RAM 16GB DDR4, 2x Mouse Ergonómico Inalámbrico, 2x Laptop Corporate 14', 3x Disco Duro Externo 2TB"
502,61,27,11038,838604,Entregado,"2x Laptop Corporate 14', 1x Licencia Software Antivirus 1 Año, 3x Impresora Láser Multifuncional"
503,58,5,11040,494275,Sin entregar,"1x Memoria RAM 16GB DDR4, 3x Licencia Software Antivirus 1 Año, 2x Mouse Ergonómico Inalámbrico"
504,246,8,11043,194050,Entregado,"2x Teclado Mecánico RGB, 3x Escáner de Documentos Portátil, 2x Mouse Ergonómico Inalámbrico, 2x Memoria RAM 16GB DDR4"
505,34,7,11046,923639,Entregado,"3x Escáner de Documentos Portátil, 1x Auriculares con Micrófono USB"
506,80,27,11047,495798,Entregado,"3x Memoria RAM 16GB DDR4, 3x Mouse Ergonómico Inalámbrico"
507,82,3,11048,267565,Entregado,2x Mouse Ergonómico Inalámbrico
508,187,1,11049,680082,Entregado,"2x Memoria RAM 16GB DDR4, 3x Hub USB-C 8 en 1, 3x Impresora Láser Multifuncional"
509,71,5,11052,111020,Entregado,"1x Monitor LED 24' Full HD, 1x Mouse Ergonómico Inalámbrico"
510,158,9,11055,585853,Entregado,"1x Escáner de Documentos Portátil, 3x Teclado Mecánico RGB"
511,92,3,11056,215111,Sin entregar,"3x Mouse Ergonómico Inalámbrico, 3x Auriculares con Micrófono USB, 2x Escáner de Documentos Portátil, 1x Silla de Escritorio Ergonómica"
512,126,18,11058,845949,Entregado,"1x Mouse Ergonómico Inalámbrico, 1x Teclado Mecánico RGB"
513,196,1,11060,393315,Sin entregar,"1x Memoria RAM 16GB DDR4, 1x Teclado Mecánico RGB, 1x Licencia Software Antivirus 1 Año"
514,222,18,11062,764926,Entregado,"2x Silla de Escritorio Ergonómica, 1x Teclado Mecánico RGB, 3x Memoria RAM 16GB DDR4"
515,212,13,11065,860846,Entregado,"3x Memoria RAM 16GB DDR4, 3x Escáner de Documentos Portátil, 3x Licencia Software Antivirus 1 Año"
516,225,2,11068,219319,Entregado,2x Silla de Escritorio Ergonómica
517,225,8,11069,810749,Entregado,"3x Hub USB-C 8 en 1, 3x Laptop Corporate 14', 1x Auriculares con Micrófono USB, 1x Memoria RAM 16GB DDR4"
518,113,13,11071,195549,Sin entregar,"2x Impresora Láser Multifuncional, 2x Silla de Escritorio Ergonómica, 3x Mouse Ergonómico Inalámbrico"
519,177,27,11072,202582,Entregado,"2x Silla de Escritorio Ergonómica, 1x Licencia Software Antivirus 1 Año"
520,129,4,11075,315309,Entregado,"1x Escáner de Documentos Portátil, 2x Auriculares con Micrófono USB"
521,83,15,11077,380464,Entregado,2x Mouse Ergonómico Inalámbrico
522,230,7,11080,89045,Entregado,"3x Monitor LED 24' Full HD, 3x Impresora Láser Multifuncional, 1x Disco Duro Externo 2TB, 1x Mouse Ergonómico Inalámbrico"
523,181,15,11081,394685,Entregado,"3x Monitor LED 24' Full HD, 3x Auriculares con Micrófono USB, 3x Memoria RAM 16GB DDR4"
524,97,33,11082,944657,Sin entregar,"1x Laptop Corporate 14', 1x Mouse Ergonómico Inalámbrico, 1x Disco Duro Externo 2TB, 3x Licencia Software Antivirus 1 Año"
525,108,10,11083,610210,Entregado,"3x Hub USB-C 8 en 1, 1x Silla de Escritorio Ergonómica, 1x Impresora Láser Multifuncional"
526,246,7,11084,83982,Entregado,2x Escáner de Documentos Portátil
527,118,18,11085,315256,Entregado,"1x Auriculares con Micrófono USB, 1x Laptop Corporate 14', 3x Escáner de Documentos Portátil, 3x Silla de Escritorio Ergonómica"
528,117,14,11087,711619,Entregado,"1x Monitor LED 24' Full HD, 3x Escáner de Documentos Portátil, 2x Licencia Software Antivirus 1 Año, 3x Laptop Corporate 14'"
529,143,7,11090,278280,Entregado,1x Mouse Ergonómico Inalámbrico
530,168,12,11091,94857,Entregado,1x Mouse Ergonómico Inalámbrico
531,148,10,11094,406882,Entregado,"2x Monitor LED 24' Full HD, 1x Laptop Corporate 14', 1x Hub USB-C 8 en 1"
532,73,33,11097,127242,Entregado,"2x Silla de Escritorio Ergonómica, 1x Escáner de Documentos Portátil"
533,197,10,11098,793755,Sin entregar,"2x Disco Duro Externo 2TB, 3x Memoria RAM 16GB DDR4, 1x Monitor LED 24' Full HD"
534,121,5,11100,143376,Sin entregar,2x Hub USB-C 8 en 1
535,135,14,11102,680910,Entregado,"3x Hub USB-C 8 en 1, 1x Teclado Mecánico RGB"
536,147,27,11103,272196,Entregado,3x Silla de Escritorio Ergonómica
537,155,10,11106,589789,Entregado,"3x Escáner de Documentos Portátil, 3x Disco Duro Externo 2TB, 2x Impresora Láser Multifuncional, 1x Auriculares con Micrófono USB"
538,145,18,11109,771176,Entregado,"3x Silla de Escritorio Ergonómica, 2x Mouse Ergonómico Inalámbrico, 1x Escáner de Documentos Portátil, 1x Teclado Mecánico RGB"
539,7,15,11110,443469,Entregado,1x Hub USB-C 8 en 1
540,107,14,11113,772243,Entregado,2x Disco Duro Externo 2TB
541,207,7,11116,398481,Entregado,1x Licencia Software Antivirus 1 Año
542,73,9,11119,826886,Entregado,2x Impresora Láser Multifuncional
543,141,11,11122,316447,Entregado,3x Monitor LED 24' Full HD
544,88,13,11124,645141,Sin entregar,1x Mouse Ergonómico Inalámbrico
545,214,11,11126,274006,Entregado,"1x Silla de Escritorio Ergonómica, 3x Laptop Corporate 14', 2x Mouse Ergonómico Inalámbrico, 3x Hub USB-C 8 en 1"
546,119,14,11128,687212,Entregado,2x Auriculares con Micrófono USB
547,186,11,11131,190617,Entregado,3x Teclado Mecánico RGB
548,85,12,11134,204681,Entregado,2x Mouse Ergonómico Inalámbrico
549,87,13,11135,344533,Entregado,"2x Escáner de Documentos Portátil, 1x Hub USB-C 8 en 1"
550,30,10,11138,300050,Entregado,"2x Hub USB-C 8 en 1, 1x Laptop Corporate 14', 2x Impresora Láser Multifuncional"
551,96,15,11139,523514,Entregado,"1x Teclado Mecánico RGB, 1x Auriculares con Micrófono USB, 2x Impresora Láser Multifuncional"
552,200,7,11140,308216,Entregado,3x Silla de Escritorio Ergonómica
553,205,18,11141,893027,Entregado,"2x Teclado Mecánico RGB, 3x Disco Duro Externo 2TB"
554,80,11,11144,733485,Entregado,"3x Monitor LED 24' Full HD, 1x Auriculares con Micrófono USB"
555,186,2,11145,11126,Entregado,"2x Memoria RAM 16GB DDR4, 1x Auriculares con Micrófono USB, 3x Monitor LED 24' Full HD, 3x Laptop Corporate 14'"
556,86,15,11146,307043,Entregado,3x Monitor LED 24' Full HD
557,191,10,11149,376299,Entregado,2x Escáner de Documentos Portátil
558,229,7,11152,130689,Entregado,"2x Teclado Mecánico RGB, 3x Hub USB-C 8 en 1, 2x Impresora Láser Multifuncional"
559,172,4,11154,504653,Entregado,"1x Mouse Ergonómico Inalámbrico, 1x Hub USB-C 8 en 1, 3x Impresora Láser Multifuncional"
560,132,4,11157,877282,Entregado,"3x Auriculares con Micrófono USB, 2x Disco Duro Externo 2TB"
561,37,10,11159,51163,Entregado,"2x Mouse Ergonómico Inalámbrico, 3x Monitor LED 24' Full HD"
562,139,15,11161,640085,Sin entregar,1x Mouse Ergonómico Inalámbrico
563,232,2,11163,805818,Sin entregar,1x Memoria RAM 16GB DDR4
564,110,13,11164,640490,Entregado,"3x Hub USB-C 8 en 1, 3x Escáner de Documentos Portátil"
565,180,15,11167,582419,Entregado,"3x Impresora Láser Multifuncional, 3x Disco Duro Externo 2TB, 3x Teclado Mecánico RGB"
566,250,15,11168,139724,Entregado,"1x Monitor LED 24' Full HD, 2x Silla de Escritorio Ergonómica"
567,176,15,11170,202276,Entregado,"2x Teclado Mecánico RGB, 2x Hub USB-C 8 en 1, 1x Mouse Ergonómico Inalámbrico, 3x Impresora Láser Multifuncional"
568,85,11,11173,785595,Entregado,"1x Silla de Escritorio Ergonómica, 2x Laptop Corporate 14', 2x Monitor LED 24' Full HD, 2x Hub USB-C 8 en 1"
569,73,12,11174,817883,Entregado,"2x Auriculares con Micrófono USB, 3x Monitor LED 24' Full HD"
570,84,33,11175,134533,Sin entregar,3x Impresora Láser Multifuncional
571,103,14,11177,735357,Entregado,"3x Escáner de Documentos Portátil, 1x Teclado Mecánico RGB"
572,99,3,11179,682198,Entregado,"2x Teclado Mecánico RGB, 3x Escáner de Documentos Portátil, 2x Memoria RAM 16GB DDR4"
573,178,8,11182,655437,Entregado,"1x Licencia Software Antivirus 1 Año, 3x Hub USB-C 8 en 1"
574,147,18,11185,958236,Entregado,3x Escáner de Documentos Portátil
575,84,33,11187,238289,Entregado,1x Silla de Escritorio Ergonómica
576,245,13,11189,869289,Entregado,1x Escáner de Documentos Portátil
577,209,13,11192,377293,Entregado,"1x Silla de Escritorio Ergonómica, 1x Licencia Software Antivirus 1 Año, 1x Laptop Corporate 14'"
578,232,1,11195,118920,Entregado,"2x Licencia Software Antivirus 1 Año, 3x Mouse Ergonómico Inalámbrico"
579,100,15,11197,449544,Entregado,"2x Teclado Mecánico RGB, 2x Licencia Software Antivirus 1 Año"
580,204,10,11200,194159,Entregado,"3x Hub USB-C 8 en 1, 3x Disco Duro Externo 2TB, 2x Monitor LED 24' Full HD, 1x Laptop Corporate 14'"
581,16,12,11202,567486,Entregado,3x Laptop Corporate 14'
582,211,12,11205,801892,Sin entregar,1x Impresora Láser Multifuncional
583,111,13,11206,228459,Entregado,"2x Hub USB-C 8 en 1, 2x Memoria RAM 16GB DDR4, 3x Licencia Software Antivirus 1 Año"
584,170,6,11207,706072,Entregado,"2x Mouse Ergonómico Inalámbrico, 2x Teclado Mecánico RGB, 1x Auriculares con Micrófono USB, 2x Memoria RAM 16GB DDR4"
585,33,5,11210,374831,Entregado,3x Monitor LED 24' Full HD
586,37,18,11211,202551,Entregado,"2x Mouse Ergonómico Inalámbrico, 3x Monitor LED 24' Full HD, 3x Hub USB-C 8 en 1, 2x Memoria RAM 16GB DDR4"
587,47,15,11214,532667,Entregado,"1x Auriculares con Micrófono USB, 1x Silla de Escritorio Ergonómica, 2x Memoria RAM 16GB DDR4, 3x Disco Duro Externo 2TB"
588,148,18,11215,525529,Entregado,"2x Hub USB-C 8 en 1, 2x Auriculares con Micrófono USB"
589,148,12,11218,303843,Entregado,3x Laptop Corporate 14'
590,181,12,11220,307460,Sin entregar,2x Escáner de Documentos Portátil
591,21,5,11223,454291,Entregado,"3x Silla de Escritorio Ergonómica, 3x Auriculares con Micrófono USB, 1x Monitor LED 24' Full HD"
592,121,3,11224,143269,Entregado,"3x Escáner de Documentos Portátil, 1x Laptop Corporate 14', 2x Disco Duro Externo 2TB"
593,132,18,11226,127322,Entregado,"2x Memoria RAM 16GB DDR4, 1x Disco Duro Externo 2TB, 1x Impresora Láser Multifuncional"
594,237,10,11229,549014,Sin entregar,"3x Laptop Corporate 14', 1x Licencia Software Antivirus 1 Año, 3x Silla de Escritorio Ergonómica"
595,169,10,11230,550331,Entregado,2x Impresora Láser Multifuncional
596,33,27,11231,119459,Entregado,2x Impresora Láser Multifuncional
597,158,9,11232,932329,Entregado,"3x Impresora Láser Multifuncional, 1x Laptop Corporate 14', 3x Monitor LED 24' Full HD"
598,39,15,11235,80773,Entregado,"2x Mouse Ergonómico Inalámbrico, 1x Impresora Láser Multifuncional, 3x Teclado Mecánico RGB"
599,88,3,11236,821016,Entregado,"2x Escáner de Documentos Portátil, 2x Mouse Ergonómico Inalámbrico"
600,61,15,11238,81279,Entregado,"3x Teclado Mecánico RGB, 2x Escáner de Documentos Portátil"
601,165,9,11239,190634,Entregado,1x Laptop Corporate 14'
602,103,18,11241,468944,Entregado,"2x Silla de Escritorio Ergonómica, 3x Auriculares con Micrófono USB, 3x Teclado Mecánico RGB"
603,122,9,11243,588275,Entregado,"1x Auriculares con Micrófono USB, 2x Memoria RAM 16GB DDR4"
604,98,11,11245,155057,Entregado,3x Monitor LED 24' Full HD
605,91,14,11248,361036,Entregado,"1x Disco Duro Externo 2TB, 2x Impresora Láser Multifuncional, 3x Licencia Software Antivirus 1 Año"
606,101,15,11251,372861,Sin entregar,"3x Hub USB-C 8 en 1, 1x Licencia Software Antivirus 1 Año"
607,87,6,11254,832187,Entregado,"1x Auriculares con Micrófono USB, 1x Laptop Corporate 14', 2x Licencia Software Antivirus 1 Año"
608,135,4,11255,134752,Entregado,"1x Disco Duro Externo 2TB, 1x Teclado Mecánico RGB, 1x Impresora Láser Multifuncional, 3x Escáner de Documentos Portátil"
609,15,7,11256,166949,Entregado,1x Hub USB-C 8 en 1
610,220,5,11257,610052,Entregado,"1x Licencia Software Antivirus 1 Año, 3x Hub USB-C 8 en 1, 1x Escáner de Documentos Portátil, 2x Mouse Ergonómico Inalámbrico"
611,120,3,11259,572862,Entregado,"1x Impresora Láser Multifuncional, 1x Memoria RAM 16GB DDR4, 2x Disco Duro Externo 2TB, 1x Hub USB-C 8 en 1"
612,100,11,11261,713293,Sin entregar,2x Impresora Láser Multifuncional
613,113,3,11262,419401,Sin entregar,"3x Teclado Mecánico RGB, 2x Escáner de Documentos Portátil, 1x Memoria RAM 16GB DDR4, 1x Mouse Ergonómico Inalámbrico"
614,197,14,11265,530927,Sin entregar,"1x Escáner de Documentos Portátil, 2x Licencia Software Antivirus 1 Año"
615,67,4,11268,733198,Entregado,1x Monitor LED 24' Full HD
616,187,9,11271,12425,Entregado,"1x Laptop Corporate 14', 3x Silla de Escritorio Ergonómica, 2x Mouse Ergonómico Inalámbrico, 2x Hub USB-C 8 en 1"
617,180,11,11272,695611,Entregado,"2x Escáner de Documentos Portátil, 2x Laptop Corporate 14', 2x Auriculares con Micrófono USB, 3x Silla de Escritorio Ergonómica"
618,139,8,11273,590326,Entregado,3x Memoria RAM 16GB DDR4
619,32,33,11275,441764,Sin entregar,"2x Disco Duro Externo 2TB, 1x Licencia Software Antivirus 1 Año, 3x Impresora Láser Multifuncional"
620,24,12,11278,292698,Entregado,"3x Monitor LED 24' Full HD, 1x Silla de Escritorio Ergonómica, 1x Impresora Láser Multifuncional"
621,11,13,11281,838597,Entregado,"1x Impresora Láser Multifuncional, 3x Memoria RAM 16GB DDR4"
622,92,18,11284,831482,Entregado,2x Licencia Software Antivirus 1 Año
623,49,5,11287,459905,Entregado,1x Teclado Mecánico RGB
624,152,8,11290,901927,Entregado,"2x Memoria RAM 16GB DDR4, 3x Monitor LED 24' Full HD, 2x Auriculares con Micrófono USB, 1x Impresora Láser Multifuncional"
625,87,2,11291,703012,Entregado,"1x Hub USB-C 8 en 1, 1x Laptop Corporate 14', 3x Memoria RAM 16GB DDR4"
626,134,15,11294,405850,Entregado,"1x Hub USB-C 8 en 1, 1x Escáner de Documentos Portátil"
627,189,5,11295,658044,Entregado,"1x Licencia Software Antivirus 1 Año, 3x Laptop Corporate 14', 3x Silla de Escritorio Ergonómica, 1x Hub USB-C 8 en 1"
628,45,2,11296,996482,Entregado,"1x Monitor LED 24' Full HD, 3x Silla de Escritorio Ergonómica, 1x Escáner de Documentos Portátil"
629,30,18,11297,78049,Entregado,"2x Monitor LED 24' Full HD, 2x Teclado Mecánico RGB"
630,174,13,11300,747483,Entregado,"3x Monitor LED 24' Full HD, 1x Licencia Software Antivirus 1 Año, 2x Escáner de Documentos Portátil"
631,196,2,11301,292809,Entregado,"1x Disco Duro Externo 2TB, 2x Monitor LED 24' Full HD"
632,194,14,11302,844970,Entregado,"3x Hub USB-C 8 en 1, 1x Disco Duro Externo 2TB"
633,63,2,11304,867059,Entregado,"3x Monitor LED 24' Full HD, 2x Licencia Software Antivirus 1 Año"
634,5,18,11305,531139,Entregado,1x Laptop Corporate 14'
635,238,3,11306,391994,Sin entregar,"1x Memoria RAM 16GB DDR4, 1x Silla de Escritorio Ergonómica, 3x Mouse Ergonómico Inalámbrico"
636,134,15,11308,737729,Entregado,"3x Teclado Mecánico RGB, 1x Mouse Ergonómico Inalámbrico, 3x Escáner de Documentos Portátil, 2x Laptop Corporate 14'"
637,244,3,11311,209982,Entregado,"3x Disco Duro Externo 2TB, 1x Memoria RAM 16GB DDR4, 1x Laptop Corporate 14'"
638,136,4,11312,438430,Entregado,"2x Auriculares con Micrófono USB, 3x Hub USB-C 8 en 1, 3x Teclado Mecánico RGB"
639,71,2,11313,166719,Entregado,"3x Monitor LED 24' Full HD, 2x Mouse Ergonómico Inalámbrico"
640,46,6,11315,146566,Entregado,3x Laptop Corporate 14'
641,73,7,11317,913769,Entregado,"1x Impresora Láser Multifuncional, 1x Disco Duro Externo 2TB, 3x Escáner de Documentos Portátil, 1x Silla de Escritorio Ergonómica"
642,46,6,11320,227093,Sin entregar,3x Silla de Escritorio Ergonómica
643,19,8,11321,232631,Entregado,"1x Escáner de Documentos Portátil, 3x Hub USB-C 8 en 1, 3x Disco Duro Externo 2TB, 2x Memoria RAM 16GB DDR4"
644,200,4,11322,627955,Sin entregar,"3x Teclado Mecánico RGB, 2x Monitor LED 24' Full HD, 1x Hub USB-C 8 en 1"
645,229,8,11324,724655,Entregado,3x Silla de Escritorio Ergonómica
646,14,14,11326,362489,Sin entregar,"2x Teclado Mecánico RGB, 1x Escáner de Documentos Portátil"
647,96,5,11328,795916,Entregado,"1x Hub USB-C 8 en 1, 2x Teclado Mecánico RGB, 1x Disco Duro Externo 2TB, 1x Impresora Láser Multifuncional"
648,146,2,11331,771438,Entregado,"2x Mouse Ergonómico Inalámbrico, 2x Monitor LED 24' Full HD, 1x Silla de Escritorio Ergonómica"
649,57,10,11333,623012,Sin entregar,"1x Licencia Software Antivirus 1 Año, 3x Escáner de Documentos Portátil"
650,219,8,11336,522723,Entregado,3x Memoria RAM 16GB DDR4
651,221,7,11338,378886,Entregado,"3x Silla de Escritorio Ergonómica, 1x Impresora Láser Multifuncional, 1x Laptop Corporate 14', 2x Memoria RAM 16GB DDR4"
652,149,8,11340,679046,Entregado,"2x Escáner de Documentos Portátil, 1x Laptop Corporate 14'"
653,121,27,11341,559216,Sin entregar,3x Memoria RAM 16GB DDR4
654,123,4,11343,119771,Entregado,"1x Silla de Escritorio Ergonómica, 3x Teclado Mecánico RGB, 3x Monitor LED 24' Full HD, 2x Auriculares con Micrófono USB"
655,34,12,11344,820472,Sin entregar,"1x Teclado Mecánico RGB, 2x Licencia Software Antivirus 1 Año, 3x Monitor LED 24' Full HD"
656,42,15,11346,734209,Entregado,2x Silla de Escritorio Ergonómica
657,224,13,11347,200306,Entregado,"2x Disco Duro Externo 2TB, 3x Licencia Software Antivirus 1 Año"
658,1,3,11350,368520,Entregado,"2x Hub USB-C 8 en 1, 2x Disco Duro Externo 2TB, 2x Auriculares con Micrófono USB, 3x Laptop Corporate 14'"
659,139,7,11353,407096,Entregado,2x Escáner de Documentos Portátil
660,239,2,11356,450114,Entregado,"2x Laptop Corporate 14', 2x Monitor LED 24' Full HD, 3x Memoria RAM 16GB DDR4"
661,94,12,11357,309286,Entregado,"3x Licencia Software Antivirus 1 Año, 1x Auriculares con Micrófono USB"
662,182,7,11360,996396,Entregado,"3x Disco Duro Externo 2TB, 1x Teclado Mecánico RGB"
663,123,7,11363,841279,Entregado,"2x Disco Duro Externo 2TB, 3x Hub USB-C 8 en 1"
664,109,9,11366,39079,Sin entregar,2x Monitor LED 24' Full HD
665,116,18,11368,826687,Entregado,3x Silla de Escritorio Ergonómica
666,174,33,11371,931395,Entregado,"3x Silla de Escritorio Ergonómica, 3x Escáner de Documentos Portátil, 1x Disco Duro Externo 2TB"
667,229,15,11372,856587,Sin entregar,2x Monitor LED 24' Full HD
668,74,3,11373,498208,Entregado,2x Mouse Ergonómico Inalámbrico
669,179,5,11374,750061,Entregado,"2x Mouse Ergonómico Inalámbrico, 2x Teclado Mecánico RGB, 3x Auriculares con Micrófono USB, 3x Laptop Corporate 14'"
670,122,12,11375,513660,Entregado,"1x Silla de Escritorio Ergonómica, 1x Licencia Software Antivirus 1 Año, 1x Laptop Corporate 14', 1x Impresora Láser Multifuncional"
671,166,11,11378,822084,Entregado,"3x Escáner de Documentos Portátil, 3x Disco Duro Externo 2TB, 3x Licencia Software Antivirus 1 Año, 3x Silla de Escritorio Ergonómica"
672,114,15,11381,236683,Sin entregar,"1x Escáner de Documentos Portátil, 2x Mouse Ergonómico Inalámbrico, 1x Impresora Láser Multifuncional"
673,96,10,11383,376561,Entregado,2x Mouse Ergonómico Inalámbrico
674,117,6,11385,210054,Entregado,"2x Hub USB-C 8 en 1, 1x Auriculares con Micrófono USB"
675,215,5,11386,58568,Entregado,"1x Teclado Mecánico RGB, 2x Monitor LED 24' Full HD"
676,33,15,11389,872666,Entregado,"3x Disco Duro Externo 2TB, 3x Mouse Ergonómico Inalámbrico, 1x Teclado Mecánico RGB"
677,82,12,11392,909252,Sin entregar,"3x Disco Duro Externo 2TB, 1x Silla de Escritorio Ergonómica"
678,78,4,11395,217058,Entregado,2x Memoria RAM 16GB DDR4
679,243,15,11396,644931,Entregado,"3x Mouse Ergonómico Inalámbrico, 2x Laptop Corporate 14', 3x Auriculares con Micrófono USB"
680,76,18,11399,942642,Entregado,"3x Escáner de Documentos Portátil, 3x Licencia Software Antivirus 1 Año, 2x Mouse Ergonómico Inalámbrico"
681,177,4,11401,870551,Entregado,"2x Laptop Corporate 14', 1x Mouse Ergonómico Inalámbrico, 2x Auriculares con Micrófono USB, 3x Monitor LED 24' Full HD"
682,115,12,11402,526644,Entregado,1x Disco Duro Externo 2TB
683,165,7,11405,93044,Entregado,"1x Impresora Láser Multifuncional, 1x Teclado Mecánico RGB"
684,218,15,11408,939953,Sin entregar,2x Auriculares con Micrófono USB
685,126,11,11409,175714,Sin entregar,2x Licencia Software Antivirus 1 Año
